LD,Velocity (km/s),a (degrees),$ (degrees),DI
4,1.5,60,60,0.45146
4,1.5,60,15,0.5885
4,1.5,30,60,0.43263
4,1.5,30,15,0.72178
4,1.5,15,60,0.36464
4,1.5,15,15,0.75388
4,1.5,-15,60,0.31179
4,1.5,-15,15,0.66084
4,1.5,-30,60,0.321
4,1.5,-30,15,0.61294
4,1.5,-60,60,0.33957
4,1.5,-60,15,0.56913
4,1.5,-75,60,0.35454
4,1.5,-75,15,0.56629
4,1.81,75,60,0.51397
4,1.81,75,15,0.69577
4,1.81,60,60,0.54573
4,1.81,60,15,0.7428
4,1.81,30,60,0.52632
4,1.81,30,15,0.87511
4,1.81,15,60,0.47478
4,1.81,15,15,0.87437
4,1.81,-15,60,0.40596
4,1.81,-15,15,0.82021
4,1.81,-30,60,0.39735
4,1.81,-30,15,0.77588
4,1.81,-60,60,0.41784
4,1.81,-60,15,0.70397
4,1.81,-75,60,0.42519
4,1.81,-75,15,0.73275
